V,Cr,Ti,W,Zr,phases,slice_V,slice_Zr,temperature_k
0.85,0.025,0.045,0.075,0.005,"{""BCC_B2#1"": 0.9931271882030994, ""C15_LAVES#1"": 0.0012966846574906693, ""FCC_L12#1"": 0.0007274168860847422, ""HCP_A3#1"": 0.002028128715831493, ""HCP_A3#2"": 0.0028205815374935756}",0.85,0.005,773.0
0.85,0.025,0.05,0.07,0.005,"{""BCC_B2#1"": 0.9931962958437538, ""C15_LAVES#1"": 0.0012677203803053367, ""FCC_L12#1"": 0.0007199394286681805, ""HCP_A3#1"": 0.0020134922018796627, ""HCP_A3#2"": 0.0028025521453932333}",0.85,0.005,773.0
0.85,0.025,0.055,0.065,0.005,"{""BCC_B2#1"": 0.9932782164965216, ""C15_LAVES#1"": 0.0012259274329640404, ""FCC_L12#1"": 0.0007124546838947585, ""HCP_A3#1"": 0.0019988778240454404, ""HCP_A3#2"": 0.0027845235625741315}",0.85,0.005,773.0
0.85,0.025,0.06,0.06,0.005,"{""BCC_B2#1"": 0.9933741027672132, ""C15_LAVES#1"": 0.0011701767296879322, ""FCC_L12#1"": 0.0007049619504071566, ""HCP_A3#1"": 0.001984274379657884, ""HCP_A3#2"": 0.002766484173033852}",0.85,0.005,773.0
0.85,0.025,0.065,0.055,0.005,"{""BCC_B2#1"": 0.9934852277269463, ""C15_LAVES#1"": 0.001099221122239929, ""FCC_L12#1"": 0.0006974605273042422, ""HCP_A3#1"": 0.0019696684678174045, ""HCP_A3#2"": 0.002748422155692038}",0.85,0.005,773.0
0.85,0.025,0.07,0.05,0.005,"{""BCC_B2#1"": 0.9936129976146995, ""C15_LAVES#1"": 0.001011683433870248, ""FCC_L12#1"": 0.0006899497152954035, ""HCP_A3#1"": 0.0019550437809616444, ""HCP_A3#2"": 0.0027303254551732264}",0.85,0.005,773.0
0.85,0.025,0.075,0.045,0.005,"{""BCC_B2#1"": 0.993758965595058, ""C15_LAVES#1"": 0.0009060436899000145, ""FCC_L12#1"": 0.0006824288181839981, ""HCP_A3#1"": 0.0019403801463063995, ""HCP_A3#2"": 0.0027121817505517338}",0.85,0.005,773.0
0.85,0.025,0.08,0.04,0.005,"{""BCC_B2#1"": 0.9939248466097788, ""C15_LAVES#1"": 0.0007806255979901864, ""FCC_L12#1"": 0.0006748971447234317, ""HCP_A3#1"": 0.0019256522263441133, ""HCP_A3#2"": 0.0026939784211630936}",0.85,0.005,773.0
0.85,0.025,0.085,0.035,0.005,"{""BCC_B2#1"": 0.994112533345452, ""C15_LAVES#1"": 0.000633582378289644, ""FCC_L12#1"": 0.0006673540109535197, ""HCP_A3#1"": 0.0019108277541604836, ""HCP_A3#2"": 0.0026757025111441165}",0.85,0.005,773.0
0.85,0.025,0.09,0.03,0.005,"{""BCC_B2#1"": 0.9943241133072085, ""C15_LAVES#1"": 0.0004628821228405602, ""FCC_L12#1"": 0.0006597987431378079, ""HCP_A3#1"": 0.0026573406932818107, ""HCP_A3#2"": 0.001895865133531604}",0.85,0.005,773.0
0.85,0.025,0.095,0.025,0.005,"{""BCC_B2#1"": 0.9945618869421471, ""C15_LAVES#1"": 0.0002662929722387128, ""FCC_L12#1"": 0.0006522306814740186, ""HCP_A3#1"": 0.0018807101709536994, ""HCP_A3#2"": 0.002638879233186545}",0.85,0.005,773.0
0.85,0.025,0.1,0.02,0.005,"{""BCC_B2#1"": 0.9948283866872004, ""C15_LAVES#1"": 4.136855236062082e-05, ""FCC_L12#1"": 0.0006446491848129987, ""HCP_A3#1"": 0.001865291620544898, ""HCP_A3#2"": 0.0026203039550813274}",0.85,0.005,773.0
0.85,0.025,0.105,0.015,0.005,"{""BCC_B2#1"": 0.9949332997043755, ""FCC_L12#1"": 0.0006364857291480126, ""HCP_A3#1"": 0.0018406105786935418, ""HCP_A3#2"": 0.0025896039877828427}",0.85,0.005,773.0
0.85,0.025,0.11,0.01,0.005,"{""BCC_B2#1"": 0.9949900615587274, ""FCC_L12#1"": 0.0006288407600205928, ""HCP_A3#1"": 9.746606185640741e-05, ""HCP_A3#2"": 0.002568506665008055, ""HCP_A3#3"": 0.0017151249543873013}",0.85,0.005,773.0
0.85,0.025,0.115,0.005,0.005,"{""BCC_B2#1"": 0.9950462139440777, ""FCC_L12#1"": 0.0006212512516438401, ""HCP_A3#1"": 0.00021837790420474858, ""HCP_A3#2"": 0.0015657697188921516, ""HCP_A3#3"": 0.002548387181181707}",0.85,0.005,773.0
0.85,0.025,0.12,0.0,0.005,"{""BCC_B2#1"": 0.9951033168481964, ""FCC_L12#1"": 0.0006136297811610117, ""HCP_A3#1"": 0.0003511493251205379, ""HCP_A3#2"": 0.0014043688311146346, ""HCP_A3#3"": 0.0025275352144074033}",0.85,0.005,773.0
0.85,0.03,0.0,0.115,0.005,"{""BCC_B2#1"": 0.9903347427837493, ""C15_LAVES#1"": 0.005020513175736026, ""FCC_L12#1"": 0.000785875828464783, ""HCP_A3#2"": 0.002925651612553435, ""ZRO2_MONO#1"": 0.0009332165994964327}",0.85,0.005,773.0
0.85,0.03,0.005,0.11,0.005,"{""BCC_B2#1"": 0.990333320415677, ""C15_LAVES#1"": 0.0050576434808970346, ""FCC_L12#1"": 0.0007784311941607015, ""HCP_A3#2"": 0.0029069597151546063, ""ZRO2_MONO#1"": 0.0009236451941108621}",0.85,0.005,773.0
0.85,0.03,0.01,0.105,0.005,"{""BCC_B2#1"": 0.9903377362110063, ""C15_LAVES#1"": 0.0050888349333371614, ""FCC_L12#1"": 0.000770986333182419, ""HCP_A3#2"": 0.002888374195195967, ""ZRO2_MONO#1"": 0.0009140683272781311}",0.85,0.005,773.0
0.85,0.03,0.015,0.1,0.005,"{""BCC_B2#1"": 0.9903484700205004, ""C15_LAVES#1"": 0.0051136179854574535, ""FCC_L12#1"": 0.0007635405891208719, ""HCP_A3#2"": 0.0028698862802374863, ""ZRO2_MONO#1"": 0.0009044851246837136}",0.85,0.005,773.0
0.85,0.03,0.02,0.095,0.005,"{""BCC_B2#1"": 0.9903660450538048, ""C15_LAVES#1"": 0.005131479702736935, ""FCC_L12#1"": 0.0007560933028132916, ""HCP_A3#2"": 0.002851487431358072, ""ZRO2_MONO#1"": 0.0008948945092871992}",0.85,0.005,773.0
0.85,0.03,0.025,0.09,0.005,"{""BCC_B2#1"": 0.9903910338908498, ""C15_LAVES#1"": 0.00514185776654835, ""FCC_L12#1"": 0.0007486438119620152, ""HCP_A3#2"": 0.002833169396968497, ""ZRO2_MONO#1"": 0.0008852951336713132}",0.85,0.005,773.0
0.85,0.03,0.03,0.085,0.005,"{""BCC_B2#1"": 0.9904240651138914, ""C15_LAVES#1"": 0.0051441338818381185, ""FCC_L12#1"": 0.0007411914507592249, ""HCP_A3#2"": 0.002814924269415785, ""ZRO2_MONO#1"": 0.000875685284095175}",0.85,0.005,773.0
0.85,0.03,0.035,0.08,0.005,"{""BCC_B2#1"": 0.9904658306125793, ""C15_LAVES#1"": 0.005137626549305876, ""FCC_L12#1"": 0.0007337355495410232, ""HCP_A3#2"": 0.0027967445452558195, ""ZRO2_MONO#1"": 0.0008660627433177145}",0.85,0.005,773.0
0.85,0.03,0.04,0.075,0.005,"{""BCC_B2#1"": 0.9905170936221057, ""C15_LAVES#1"": 0.0051215831599104745, ""FCC_L12#1"": 0.0007262754344776656, ""HCP_A3#2"": 0.002778623190288028, ""ZRO2_MONO#1"": 0.0008564245932181729}",0.85,0.005,773.0
0.85,0.03,0.045,0.07,0.005,"{""BCC_B2#1"": 0.9909933375836946, ""C15_LAVES#1"": 0.0044634440668392785, ""FCC_L12#1"": 0.0007184241816510183, ""HCP_A3#1"": 0.0003851436119589897, ""HCP_A3#2"": 0.0027572871487132203, ""ZRO2_MONO#1"": 0.0006823634071428201}",0.85,0.005,773.0
0.85,0.03,0.05,0.065,0.005,"{""BCC_B2#1"": 0.9924579215880116, ""C15_LAVES#1"": 0.0023023506204971674, ""FCC_L12#1"": 0.0007096779306688673, ""HCP_A3#1"": 0.0016824547867219759, ""HCP_A3#2"": 0.0027285239055630794, ""ZRO2_MONO#1"": 0.00011907116853702121}",0.85,0.005,773.0
0.85,0.03,0.055,0.06,0.005,"{""BCC_B2#1"": 0.99282316366652, ""C15_LAVES#1"": 0.0018214124149975646, ""FCC_L12#1"": 0.0007019582583639568, ""HCP_A3#1"": 0.0019451658416560272, ""HCP_A3#2"": 0.0027082998184622727}",0.85,0.005,773.0
0.85,0.03,0.06,0.055,0.005,"{""BCC_B2#1"": 0.9922065219303189, ""C15_LAVES#1"": 0.0025167347168552614, ""FCC_L12#1"": 0.0006948929090942372, ""HCP_A3#1"": 0.00031908988914362255, ""HCP_A3#2"": 0.0015689456421929839, ""HCP_A3#3"": 0.0026938149123948425}",0.85,0.005,773.0
0.85,0.03,0.065,0.05,0.005,"{""BCC_B2#1"": 0.9910698747717498, ""C15_LAVES#1"": 0.0037617788864977458, ""FCC_L12#1"": 0.0006881123083769578, ""HCP_A3#1"": 0.000881865488049463, ""HCP_A3#2"": 0.0009163871164633572, ""HCP_A3#3"": 0.0026819814288623423}",0.85,0.005,773.0
0.85,0.03,0.07,0.045,0.005,"{""BCC_B2#1"": 0.9901241649857243, ""C15_LAVES#1"": 0.004805434425353016, ""FCC_L12#1"": 0.0006812164336130076, ""HCP_A3#1"": 0.0013649186931566464, ""HCP_A3#2"": 0.00035509451311140105, ""HCP_A3#3"": 0.002669170949041591}",0.85,0.005,773.0
0.85,0.03,0.075,0.04,0.005,"{""BCC_B2#1"": 0.9895926714220781, ""C15_LAVES#1"": 0.005410450958719583, ""FCC_L12#1"": 0.0006740818802840363, ""HCP_A3#2"": 0.002654188940919931, ""HCP_A3#3"": 0.0016686067979983675}",0.85,0.005,773.0
0.85,0.03,0.08,0.035,0.005,"{""BCC_B2#1"": 0.9897655112964967, ""C15_LAVES#1"": 0.005270221515046406, ""FCC_L12#1"": 0.0006665537334300079, ""HCP_A3#2"": 0.002635540990741111, ""HCP_A3#3"": 0.0016621724642857374}",0.85,0.005,773.0
0.85,0.03,0.085,0.03,0.005,"{""BCC_B2#1"": 0.9899590342607375, ""C15_LAVES#1"": 0.005108641857257095, ""FCC_L12#1"": 0.0006590152876284114, ""HCP_A3#1"": 0.001656464921866552, ""HCP_A3#2"": 0.002616843672510282}",0.85,0.005,773.0
0.85,0.03,0.09,0.025,0.005,"{""BCC_B2#1"": 0.9901754176063355, ""C15_LAVES#1"": 0.004923602051534113, ""FCC_L12#1"": 0.0006514658445365195, ""HCP_A3#1"": 0.0016514327184263763, ""HCP_A3#2"": 0.0025980817791675867}",0.85,0.005,773.0
0.85,0.03,0.095,0.02,0.005,"{""BCC_B2#1"": 0.9904170945722068, ""C15_LAVES#1"": 0.004712756349641564, ""FCC_L12#1"": 0.0006439047002718603, ""HCP_A3#1"": 0.0016470037618081562, ""HCP_A3#2"": 0.002579240616071761}",0.85,0.005,773.0
0.85,0.03,0.1,0.015,0.005,"{""BCC_B2#1"": 0.9906867859609563, ""C15_LAVES#1"": 0.004473499505660962, ""FCC_L12#1"": 0.0006363311456410752, ""HCP_A3#1"": 0.0016430776952814537, ""HCP_A3#2"": 0.002560305692460573}",0.85,0.005,773.0
0.85,0.03,0.105,0.01,0.005,"{""BCC_B2#1"": 0.9909875376425222, ""C15_LAVES#1"": 0.004202940596924197, ""FCC_L12#1"": 0.000628744465945625, ""HCP_A3#1"": 0.0016395148207074986, ""HCP_A3#2"": 0.0025412624739005597}",0.85,0.005,773.0
0.85,0.03,0.11,0.005,0.005,"{""BCC_B2#1"": 0.9913227654440421, ""C15_LAVES#1"": 0.003897874361586173, ""FCC_L12#1"": 0.0006211439402213432, ""HCP_A3#2"": 0.0025220961632173456, ""HCP_A3#3"": 0.0016361200909334314}",0.85,0.005,773.0
0.85,0.03,0.115,0.0,0.005,"{""BCC_B2#1"": 0.9916963095593976, ""C15_LAVES#1"": 0.0035547501137514546, ""FCC_L12#1"": 0.0006135288396821593, ""HCP_A3#2"": 0.002502791484753918, ""HCP_A3#3"": 0.0016326200024147862}",0.85,0.005,773.0
0.85,0.035,0.0,0.11,0.005,"{""BCC_B2#1"": 0.990127306564358, ""C15_LAVES#1"": 0.005316362979863869, ""FCC_L12#1"": 0.0007754214483390478, ""HCP_A3#2"": 0.0028568327312619435, ""ZRO2_MONO#1"": 0.0009240762761771769}",0.85,0.005,773.0
0.85,0.035,0.005,0.105,0.005,"{""BCC_B2#1"": 0.9901179167392382, ""C15_LAVES#1"": 0.005361349233961653, ""FCC_L12#1"": 0.000768001267244191, ""HCP_A3#2"": 0.00283821686080861, ""ZRO2_MONO#1"": 0.0009145158987474628}",0.85,0.005,773.0
0.85,0.035,0.01,0.1,0.005,"{""BCC_B2#1"": 0.9901142677271664, ""C15_LAVES#1"": 0.005400499568741961, ""FCC_L12#1"": 0.0007605814457196156, ""HCP_A3#2"": 0.0028196998950990666, ""ZRO2_MONO#1"": 0.0009049513632729331}",0.85,0.005,773.0
0.85,0.035,0.015,0.095,0.005,"{""BCC_B2#1"": 0.9901168133450905, ""C15_LAVES#1"": 0.005433371449106847, ""FCC_L12#1"": 0.000753161328803989, ""HCP_A3#2"": 0.0028012719635477556, ""ZRO2_MONO#1"": 0.0008953819134509895}",0.85,0.005,773.0
0.85,0.035,0.02,0.09,0.005,"{""BCC_B2#1"": 0.9901260475990163, ""C15_LAVES#1"": 0.005459482172189348, ""FCC_L12#1"": 0.0007457402595994976, ""HCP_A3#2"": 0.002782923387055116, ""ZRO2_MONO#1"": 0.0008858065821398279}",0.85,0.005,773.0
0.85,0.035,0.025,0.085,0.005,"{""BCC_B2#1"": 0.9901425109846906, ""C15_LAVES#1"": 0.005478302598708034, ""FCC_L12#1"": 0.0007383175786445847, ""HCP_A3#2"": 0.0027646447265629887, ""ZRO2_MONO#1"": 0.0008762241113939403}",0.85,0.005,773.0
0.85,0.035,0.03,0.08,0.005,"{""BCC_B2#1"": 0.9901667974305459, ""C15_LAVES#1"": 0.005489250277720782, ""FCC_L12#1"": 0.0007308926232623713, ""HCP_A3#2"": 0.002746426831218163, ""ZRO2_MONO#1"": 0.0008666328372528902}",0.85,0.005,773.0
0.85,0.035,0.035,0.075,0.005,"{""BCC_B2#1"": 0.9901995619367985, ""C15_LAVES#1"": 0.005491681926289526, ""FCC_L12#1"": 0.0007234647269120923, ""HCP_A3#2"": 0.0027282608870399685, ""ZRO2_MONO#1"": 0.0008570305229598114}",0.85,0.005,773.0
0.85,0.035,0.04,0.07,0.005,"{""BCC_B2#1"": 0.9902415289715165, ""C15_LAVES#1"": 0.005484885227939959, ""FCC_L12#1"": 0.0007160332185643054, ""HCP_A3#2"": 0.0027101384653812604, ""ZRO2_MONO#1"": 0.0008474141165980926}",0.85,0.005,773.0
0.85,0.035,0.045,0.065,0.005,"{""BCC_B2#1"": 0.9902935016970289, ""C15_LAVES#1"": 0.005468069910167271, ""FCC_L12#1"": 0.0007085974221008703, ""HCP_A3#2"": 0.002692051572855165, ""ZRO2_MONO#1"": 0.0008377793978476642}",0.85,0.005,773.0
0.85,0.035,0.05,0.06,0.005,"{""BCC_B2#1"": 0.9903563721082453, ""C15_LAVES#1"": 0.005440358070781736, ""FCC_L12#1"": 0.0007011566557538669, ""HCP_A3#2"": 0.0026739927032806525, ""ZRO2_MONO#1"": 0.0008281204619382079}",0.85,0.005,773.0
0.85,0.035,0.055,0.055,0.005,"{""BCC_B2#1"": 0.9887774865106628, ""C15_LAVES#1"": 0.006183809672826745, ""FCC_L12#1"": 0.0006939247499494241, ""HCP_A3#1"": 0.0016857253404225683, ""HCP_A3#2"": 0.0026590537261384937}",0.85,0.005,773.0
0.85,0.035,0.06,0.05,0.005,"{""BCC_B2#1"": 0.9888743155302927, ""C15_LAVES#1"": 0.006122370965499892, ""FCC_L12#1"": 0.0006864626421536218, ""HCP_A3#1"": 0.0016762679755021256, ""HCP_A3#2"": 0.0026405828865516917}",0.85,0.005,773.0
0.85,0.035,0.065,0.045,0.005,"{""BCC_B2#1"": 0.9889846537284505, ""C15_LAVES#1"": 0.006046603740380532, ""FCC_L12#1"": 0.0006789935621505416, ""HCP_A3#2"": 0.0026221118792869695, ""HCP_A3#3"": 0.001667637089731435}",0.85,0.005,773.0
0.85,0.035,0.07,0.04,0.005,"{""BCC_B2#1"": 0.9891098618280084, ""C15_LAVES#1"": 0.00595517834955175, ""FCC_L12#1"": 0.0006715168324018963, ""HCP_A3#2"": 0.0026036227390097825, ""HCP_A3#3"": 0.0016598202510280978}",0.85,0.005,773.0
0.85,0.035,0.075,0.035,0.005,"{""BCC_B2#1"": 0.9892514728399032, ""C15_LAVES#1"": 0.005846599666150315, ""FCC_L12#1"": 0.0006640317640248351, ""HCP_A3#2"": 0.0025850996612035338, ""HCP_A3#3"": 0.0016527960687180482}",0.85,0.005,773.0
0.85,0.035,0.08,0.03,0.005,"{""BCC_B2#1"": 0.9894112091576938, ""C15_LAVES#1"": 0.00571919237238729, ""FCC_L12#1"": 0.0006565376577903459, ""HCP_A3#2"": 0.002566528165102938, ""HCP_A3#3"": 0.0016465326470258487}",0.85,0.005,773.0
0.85,0.035,0.085,0.025,0.005,"{""BCC_B2#1"": 0.9895910034775274, ""C15_LAVES#1"": 0.005571083297055856, ""FCC_L12#1"": 0.0006490338047544203, ""HCP_A3#2"": 0.0025478945646584404, ""HCP_A3#3"": 0.001640984856003997}",0.85,0.005,773.0
0.85,0.035,0.09,0.02,0.005,"{""BCC_B2#1"": 0.9897930236331987, ""C15_LAVES#1"": 0.005400181144385233, ""FCC_L12#1"": 0.0006415194866224625, ""HCP_A3#2"": 0.0025291856101039107, ""HCP_A3#3"": 0.0016360901256901215}",0.85,0.005,773.0
0.85,0.035,0.095,0.015,0.005,"{""BCC_B2#1"": 0.9900197018192188, ""C15_LAVES#1"": 0.005204153732405526, ""FCC_L12#1"": 0.0006339939758245091, ""HCP_A3#2"": 0.0025103882250124103, ""HCP_A3#3"": 0.0016317622475388945}",0.85,0.005,773.0
0.85,0.035,0.1,0.01,0.005,"{""BCC_B2#1"": 0.9902737690277156, ""C15_LAVES#1"": 0.004980402752639537, ""FCC_L12#1"": 0.0006264565353430315, ""HCP_A3#2"": 0.002491489294976633, ""HCP_A3#3"": 0.0016278823893254725}",0.85,0.005,773.0
0.85,0.035,0.105,0.005,0.005,"{""BCC_B2#1"": 0.9905582959287751, ""C15_LAVES#1"": 0.004726036025961238, ""FCC_L12#1"": 0.0006189064180614785, ""HCP_A3#1"": 0.0016242861473182533, ""HCP_A3#2"": 0.0024724754798839386}",0.85,0.005,773.0
0.85,0.035,0.11,0.0,0.005,"{""BCC_B2#1"": 0.9908767419455446, ""C15_LAVES#1"": 0.004437837247137551, ""FCC_L12#1"": 0.0006113428655549556, ""HCP_A3#2"": 0.0024533330292889617, ""HCP_A3#3"": 0.0016207449124735374}",0.85,0.005,773.0
0.85,0.04,0.0,0.105,0.005,"{""BCC_B2#1"": 0.9899596556191597, ""C15_LAVES#1"": 0.005563010446189059, ""FCC_L12#1"": 0.0007654900429626037, ""HCP_A3#2"": 0.002796956542825694, ""ZRO2_MONO#1"": 0.0009148873488628816}",0.85,0.005,773.0
0.85,0.04,0.005,0.1,0.005,"{""BCC_B2#1"": 0.9899435915339485, ""C15_LAVES#1"": 0.005614568974011678, ""FCC_L12#1"": 0.0007580878185057059, ""HCP_A3#2"": 0.002778418830925085, ""ZRO2_MONO#1"": 0.0009053328426091224}",0.85,0.005,773.0
0.85,0.04,0.01,0.095,0.005,"{""BCC_B2#1"": 0.9899332806535824, ""C15_LAVES#1"": 0.005660283640165624, ""FCC_L12#1"": 0.0007506864347399817, ""HCP_A3#2"": 0.0027599744469525888, ""ZRO2_MONO#1"": 0.0008957748245590142}",0.85,0.005,773.0
0.85,0.04,0.015,0.09,0.005,"{""BCC_B2#1"": 0.9899291566893997, ""C15_LAVES#1"": 0.005699733002028887, ""FCC_L12#1"": 0.0007432852285568787, ""HCP_A3#2"": 0.0027416125196551675, ""ZRO2_MONO#1"": 0.000886212560359501}",0.85,0.005,773.0
0.85,0.04,0.02,0.085,0.005,"{""BCC_B2#1"": 0.9899316905539924, ""C15_LAVES#1"": 0.00573245846019334, ""FCC_L12#1"": 0.0007358835371091011, ""HCP_A3#2"": 0.0027233223702375596, ""ZRO2_MONO#1"": 0.0008766450784673665}",0.85,0.005,773.0
0.85,0.04,0.025,0.08,0.005,"{""BCC_B2#1"": 0.9899413970496453, ""C15_LAVES#1"": 0.005757957618902709, ""FCC_L12#1"": 0.0007284806968809813, ""HCP_A3#2"": 0.0027050935617453043, ""ZRO2_MONO#1"": 0.0008670710728256006}",0.85,0.005,773.0
0.85,0.04,0.03,0.075,0.005,"{""BCC_B2#1"": 0.9899588422088796, ""C15_LAVES#1"": 0.005775677041271332, ""FCC_L12#1"": 0.0007210760427120172, ""HCP_A3#2"": 0.0026869159456685814, ""ZRO2_MONO#1"": 0.0008574887614682651}",0.85,0.005,773.0
0.85,0.04,0.035,0.07,0.005,"{""BCC_B2#1"": 0.9899846513416184, ""C15_LAVES#1"": 0.005785004365098972, ""FCC_L12#1"": 0.0007136689067947091, ""HCP_A3#2"": 0.0026687797059861754, ""ZRO2_MONO#1"": 0.0008478956805016675}",0.85,0.005,773.0
0.85,0.04,0.04,0.065,0.005,"{""BCC_B2#1"": 0.990019517855077, ""C15_LAVES#1"": 0.0057852597430461125, ""FCC_L12#1"": 0.00070625861767963, ""HCP_A3#2"": 0.0026506754009453064, ""ZRO2_MONO#1"": 0.000838288383251796}",0.85,0.005,773.0
0.85,0.04,0.045,0.06,0.005,"{""BCC_B2#1"": 0.9900642129238006, ""C15_LAVES#1"": 0.005775686573820603, ""FCC_L12#1"": 0.0006988444992971638, ""HCP_A3#2"": 0.0026325940029145044, ""ZRO2_MONO#1"": 0.0008286620001673504}",0.85,0.005,773.0
0.85,0.04,0.05,0.055,0.005,"{""BCC_B2#1"": 0.9893028305184244, ""C15_LAVES#1"": 0.006144951354491835, ""FCC_L12#1"": 0.0006915237238217338, ""HCP_A3#1"": 0.0008308278414286157, ""HCP_A3#2"": 0.002615885024294514, ""ZRO2_MONO#1"": 0.0004139815375389787}",0.85,0.005,773.0
0.85,0.04,0.055,0.05,0.005,"{""BCC_B2#1"": 0.9885458166658603, ""C15_LAVES#1"": 0.0065020926220732975, ""FCC_L12#1"": 0.0006841915373204983, ""HCP_A3#1"": 0.0016689650755706837, ""HCP_A3#2"": 0.0025989340991750755}",0.85,0.005,773.0
0.85,0.04,0.06,0.045,0.005,"{""BCC_B2#1"": 0.9886345540960052, ""C15_LAVES#1"": 0.006448443594635835, ""FCC_L12#1"": 0.0006767530175728907, ""HCP_A3#1"": 0.0016596955452743802, ""HCP_A3#2"": 0.0025805537465119184}",0.85,0.005,773.0
0.85,0.04,0.065,0.04,0.005,"{""BCC_B2#1"": 0.9887364647064462, ""C15_LAVES#1"": 0.0063808043943796595, ""FCC_L12#1"": 0.0006693079861489868, ""HCP_A3#1"": 0.0016512676443502928, ""HCP_A3#2"": 0.0025621552686751065}",0.85,0.005,773.0
0.85,0.04,0.07,0.035,0.005,"{""BCC_B2#1"": 0.9888528940743772, ""C15_LAVES#1"": 0.006297863377098361, ""FCC_L12#1"": 0.0006618557620522085, ""HCP_A3#1"": 0.0025437236627837883, ""HCP_A3#2"": 0.0016436631236884578}",0.85,0.005,773.0
0.85,0.04,0.075,0.03,0.005,"{""BCC_B2#1"": 0.9889853614163836, ""C15_LAVES#1"": 0.00619814319989412, ""FCC_L12#1"": 0.0006543956517717855, ""HCP_A3#1"": 0.002525245267966256, ""HCP_A3#2"": 0.0016368544639846566}",0.85,0.005,773.0
0.85,0.04,0.08,0.025,0.005,"{""BCC_B2#1"": 0.9891355788016275, ""C15_LAVES#1"": 0.006079984278113015, ""FCC_L12#1"": 0.0006469269496450895, ""HCP_A3#2"": 0.0025067072471613157, ""HCP_A3#3"": 0.0016308027234533224}",0.85,0.005,773.0
0.85,0.04,0.085,0.02,0.005,"{""BCC_B2#1"": 0.9893054741054494, ""C15_LAVES#1"": 0.005941525562984468, ""FCC_L12#1"": 0.0006394489379504324, ""HCP_A3#2"": 0.002488097246214262, ""HCP_A3#3"": 0.0016254541474018075}",0.85,0.005,773.0
0.85,0.04,0.09,0.015,0.005,"{""BCC_B2#1"": 0.9894972180083483, ""C15_LAVES#1"": 0.005780682813023179, ""FCC_L12#1"": 0.0006319608868196141, ""HCP_A3#2"": 0.002469403148653024, ""HCP_A3#3"": 0.001620735143155911}",0.85,0.005,773.0
0.85,0.04,0.095,0.01,0.005,"{""BCC_B2#1"": 0.9897132556876785, ""C15_LAVES#1"": 0.005595124384419083, ""FCC_L12#1"": 0.0006244620539181576, ""HCP_A3#1"": 0.001616544993092822, ""HCP_A3#2"": 0.002450612880891257}",0.85,0.005,773.0
0.85,0.04,0.1,0.005,0.005,"{""BCC_B2#1"": 0.9899563442047016, ""C15_LAVES#1"": 0.005382244500925029, ""FCC_L12#1"": 0.0006169516838256424, ""HCP_A3#1"": 0.0016127453699809533, ""HCP_A3#2"": 0.002431714240566891}",0.85,0.005,773.0
0.85,0.04,0.105,0.0,0.005,"{""BCC_B2#1"": 0.990229597026637, ""C15_LAVES#1"": 0.0051391339544466464, ""FCC_L12#1"": 0.0006094290069683933, ""HCP_A3#2"": 0.0024126947293689974, ""HCP_A3#3"": 0.0016091452825787308}",0.85,0.005,773.0
0.85,0.045,0.0,0.1,0.005,"{""BCC_B2#1"": 0.9898201916985119, ""C15_LAVES#1"": 0.00577452285669793, ""FCC_L12#1"": 0.0007559672541868432, ""HCP_A3#2"": 0.002743643896177571, ""ZRO2_MONO#1"": 0.0009056742944257564}",0.85,0.005,773.0
0.85,0.045,0.005,0.095,0.005,"{""BCC_B2#1"": 0.9897983975853746, ""C15_LAVES#1"": 0.005831719832529589, ""FCC_L12#1"": 0.0007485780952450773, ""HCP_A3#2"": 0.002725181479270964, ""ZRO2_MONO#1"": 0.0008961230075797476}",0.85,0.005,773.0
0.85,0.045,0.01,0.09,0.005,"{""BCC_B2#1"": 0.989782449602801, ""C15_LAVES#1"": 0.005882983705223531, ""FCC_L12#1"": 0.0007411902064917043, ""HCP_A3#2"": 0.002706807991005611, ""ZRO2_MONO#1"": 0.0008865684944778469}",0.85,0.005,773.0
0.85,0.045,0.015,0.085,0.005,"{""BCC_B2#1"": 0.9897727660463878, ""C15_LAVES#1"": 0.005927909516822338, ""FCC_L12#1"": 0.0007338029045765201, ""HCP_A3#2"": 0.0026885115502609715, ""ZRO2_MONO#1"": 0.0008770099819524385}",0.85,0.005,773.0
0.85,0.045,0.02,0.08,0.005,"{""BCC_B2#1"": 0.9897697995234285, ""C15_LAVES#1"": 0.005966058051863213, ""FCC_L12#1"": 0.000726415510198931, ""HCP_A3#2"": 0.0026702804957746285, ""ZRO2_MONO#1"": 0.0008674464187349517}",0.85,0.005,773.0
0.85,0.045,0.025,0.075,0.005,"{""BCC_B2#1"": 0.9897740441532428, ""C15_LAVES#1"": 0.00599694870576526, ""FCC_L12#1"": 0.000719027346763714, ""HCP_A3#2"": 0.0026521034384209214, ""ZRO2_MONO#1"": 0.0008578763558072883}",0.85,0.005,773.0
0.85,0.045,0.03,0.07,0.005,"{""BCC_B2#1"": 0.9897860434107908, ""C15_LAVES#1"": 0.006020051769659149, ""FCC_L12#1"": 0.0007116377389612834, ""HCP_A3#2"": 0.0026339693088086214, ""ZRO2_MONO#1"": 0.0008482977717798635}",0.85,0.005,773.0
